Date,max_temp
2019-07-23,23.3
2019-07-24,28.3
2019-07-25,28.9
2019-07-26,31.1
2019-07-27,29.4
2019-07-28,31.1
2019-07-29,32.2
2019-07-30,33.3
2019-07-31,30.6
2019-08-01,30.6
2019-08-02,28.9
2019-08-03,30.0
2019-08-04,30.6
2019-08-05,27.8
2019-08-06,26.1
2019-08-07,28.9
2019-08-08,28.9
2019-08-09,28.3
2019-08-10,27.2
2019-08-11,26.7
2019-08-12,29.4
2019-08-13,26.1
2019-08-14,28.9
2019-08-15,29.4
2019-08-16,26.1
2019-08-17,30.6
2019-08-18,32.2
2019-08-19,32.2
2019-08-20,31.1
2019-08-21,30.6
2019-08-22,32.2
2019-08-23,23.3
2019-08-24,24.4
2019-08-25,25.0
2019-08-26,23.3
2019-08-27,23.9
2019-08-28,23.3
2019-08-29,27.2
2019-08-30,30.0
2019-08-31,27.2
2019-09-01,25.6
2019-09-02,23.3
2019-09-03,27.8
2019-09-04,30.6
2019-09-05,23.3
2019-09-06,19.4
2019-09-07,23.9
2019-09-08,25.0
2019-09-09,25.6
2019-09-10,24.4
2019-09-11,31.1
2019-09-12,27.2
2019-09-13,22.2
2019-09-14,23.3
2019-09-15,27.8
2019-09-16,25.0
2019-09-17,24.4
2019-09-18,20.6
2019-09-19,21.1
2019-09-20,25.6
2019-09-21,28.9
2019-09-22,30.0
2019-09-23,31.7
2019-09-24,24.4
2019-09-25,26.1
2019-09-26,28.3
2019-09-27,24.4
2019-09-28,27.8
2019-09-29,26.7
2019-09-30,21.7
2019-10-01,27.2
2019-10-02,33.9
2019-10-03,17.2
2019-10-04,18.9
2019-10-05,16.1
2019-10-06,21.1
2019-10-07,26.1
2019-10-08,17.8
2019-10-09,15.0
2019-10-10,21.7
2019-10-11,17.8
2019-10-12,19.4
2019-10-13,19.4
2019-10-14,22.2
2019-10-15,17.8
2019-10-16,18.9
2019-10-17,13.9
2019-10-18,14.4
2019-10-19,15.6
2019-10-20,15.0
2019-10-21,19.4
2019-10-22,17.2
2019-10-23,18.3
2019-10-24,19.4
2019-10-25,18.3
2019-10-26,17.2
2019-10-27,19.4
2019-10-28,17.2
2019-10-29,15.0
2019-10-30,17.2
2019-10-31,21.7
2019-11-01,21.7
2019-11-02,11.7
2019-11-03,12.2
2019-11-04,13.3
2019-11-05,16.1
2019-11-06,12.2
2019-11-07,13.9
2019-11-08,5.0
2019-11-09,5.0
2019-11-10,10.6
2019-11-11,16.7
2019-11-12,13.9
2019-11-13,1.1
2019-11-14,7.2
2019-11-15,10.6
2019-11-16,5.6
2019-11-17,6.1
2019-11-18,5.6
2019-11-19,8.9
2019-11-20,9.4
2019-11-21,11.7
2019-11-22,11.7
2019-11-23,7.2
2019-11-24,7.8
2019-11-25,11.7
2019-11-26,16.1
2019-11-27,15.0
2019-11-28,11.7
2019-11-29,4.4
2019-11-30,6.1
2019-12-01,3.9
2019-12-02,2.8
2019-12-03,2.2
2019-12-04,3.9
2019-12-05,5.6
2019-12-06,10.0
2019-12-07,3.3
2019-12-08,7.8
2019-12-09,12.8
2019-12-10,14.4
2019-12-11,4.4
2019-12-12,2.2
2019-12-13,8.9
2019-12-14,13.3
2019-12-15,9.4
2019-12-16,2.8
2019-12-17,1.7
2019-12-18,2.2
2019-12-19,-3.8
2019-12-20,0.6
2019-12-21,1.7
2019-12-22,7.8
2019-12-23,13.9
2019-12-24,8.3
2019-12-25,8.3
2019-12-26,7.8
2019-12-27,12.2
2019-12-28,10.6
2019-12-29,6.7
2019-12-30,5.0
2019-12-31,7.2
2020-01-01,5.0
2020-01-02,9.4
2020-01-03,9.4
2020-01-04,10.6
2020-01-05,5.6
2020-01-06,7.2
2020-01-07,7.2
2020-01-08,5.6
2020-01-09,1.1
2020-01-10,12.8
2020-01-11,20.6
2020-01-12,20.0
2020-01-13,7.8
2020-01-14,7.8
2020-01-15,10.0
2020-01-16,9.4
2020-01-17,0.6
2020-01-18,2.8
2020-01-19,6.1
2020-01-20,-0.5
2020-01-21,0.6
2020-01-22,3.3
2020-01-23,8.3
2020-01-24,10.6
2020-01-25,10.6
2020-01-26,7.8
2020-01-27,7.2
2020-01-28,6.1
2020-01-29,5.0
2020-01-30,3.3
2020-01-31,6.7
2020-02-01,6.1
2020-02-02,7.2
2020-02-03,13.9
2020-02-04,16.1
2020-02-05,12.8
2020-02-06,5.0
2020-02-07,13.3
2020-02-08,5.0
2020-02-09,6.7
2020-02-10,8.3
2020-02-11,8.9
2020-02-12,7.8
2020-02-13,6.7
2020-02-14,4.4
2020-02-15,-0.5
2020-02-16,6.7
2020-02-17,10.6
2020-02-18,8.3
2020-02-19,8.9
2020-02-20,1.7
2020-02-21,1.7
2020-02-22,10.0
2020-02-23,13.3
2020-02-24,16.7
2020-02-25,11.7
2020-02-26,8.9
2020-02-27,6.1
2020-02-28,5.6
2020-02-29,1.7
2020-03-01,6.7
2020-03-02,14.4
2020-03-03,15.0
2020-03-04,13.3
2020-03-05,10.6
2020-03-06,7.2
2020-03-07,8.9
2020-03-08,15.0
2020-03-09,22.2
2020-03-10,18.3
2020-03-11,13.9
2020-03-12,10.0
2020-03-13,21.1
2020-03-14,13.9
2020-03-15,12.2
2020-03-16,7.2
2020-03-17,12.2
2020-03-18,12.2
2020-03-19,11.1
2020-03-20,25.0
2020-03-21,18.3
2020-03-22,7.2
2020-03-23,5.0
2020-03-24,12.8
2020-03-25,7.2
2020-03-26,15.6
2020-03-27,20.6
2020-03-28,12.2
2020-03-29,8.3
2020-03-30,11.1
2020-03-31,9.4
2020-04-01,13.3
2020-04-02,14.4
2020-04-03,11.1
2020-04-04,16.7
2020-04-05,18.3
2020-04-06,18.9
2020-04-07,20.0
2020-04-08,17.8
2020-04-09,15.0
2020-04-10,9.4
2020-04-11,13.3
2020-04-12,17.2
2020-04-13,19.4
2020-04-14,15.6
2020-04-15,12.2
2020-04-16,10.0
2020-04-17,10.6
2020-04-18,7.8
2020-04-19,17.2
2020-04-20,13.9
2020-04-21,16.1
2020-04-22,10.6
2020-04-23,11.1
2020-04-24,9.4
2020-04-25,18.3
2020-04-26,10.6
2020-04-27,10.0
2020-04-28,19.4
2020-04-29,15.0
2020-04-30,15.6
2020-05-01,18.9
2020-05-02,22.8
2020-05-03,26.7
2020-05-04,23.9
2020-05-05,17.2
2020-05-06,11.1
2020-05-07,19.4
2020-05-08,13.9
2020-05-09,8.9
2020-05-10,17.8
2020-05-11,16.1
2020-05-12,15.0
2020-05-13,17.8
2020-05-14,19.4
2020-05-15,28.9
2020-05-16,25.0
2020-05-17,20.6
2020-05-18,21.1
2020-05-19,20.0
2020-05-20,18.9
2020-05-21,20.0
2020-05-22,25.0
2020-05-23,19.4
2020-05-24,19.4
2020-05-25,21.7
2020-05-26,25.6
2020-05-27,26.1
2020-05-28,24.4
2020-05-29,27.2
2020-05-30,27.2
2020-05-31,21.1
2020-06-01,21.1
2020-06-02,22.2
2020-06-03,26.1
2020-06-04,28.9
2020-06-05,26.1
2020-06-06,30.0
2020-06-07,24.4
2020-06-08,26.1
2020-06-09,30.6
2020-06-10,29.4
2020-06-11,28.9
2020-06-12,29.4
2020-06-13,23.9
2020-06-14,23.3
2020-06-15,23.9
2020-06-16,25.6
2020-06-17,25.6
2020-06-18,25.0
2020-06-19,28.3
2020-06-20,30.0
2020-06-21,31.1
2020-06-22,32.2
2020-06-23,30.6
2020-06-24,30.0
2020-06-25,30.6
2020-06-26,30.6
2020-06-27,26.7
2020-06-28,32.2
2020-06-29,30.6
2020-06-30,26.7
2020-07-01,26.7
2020-07-02,33.3
2020-07-03,32.2
2020-07-04,30.6
2020-07-05,33.3
2020-07-06,35.6
2020-07-07,27.8
2020-07-08,28.3
2020-07-09,31.7
2020-07-10,25.0
2020-07-11,28.3
2020-07-12,30.6
2020-07-13,30.0
2020-07-14,29.4
2020-07-15,27.8
2020-07-16,25.6
2020-07-17,28.9
2020-07-18,32.8
2020-07-19,34.4
2020-07-20,33.9
2020-07-21,32.8
2020-07-22,33.3
2020-07-23,30.0
2020-07-24,26.7
2020-07-25,31.1
2020-07-26,33.3
2020-07-27,33.9
2020-07-28,33.9
2020-07-29,32.2
2020-07-30,33.3
2020-07-31,27.8
2020-08-01,31.1
2020-08-02,31.7
2020-08-03,31.1
2020-08-04,26.1
2020-08-05,30.0
2020-08-06,27.8
2020-08-07,27.2
2020-08-08,28.3
2020-08-09,30.6
2020-08-10,33.3
2020-08-11,31.1
2020-08-12,32.2
2020-08-13,26.1
2020-08-14,30.0
2020-08-15,28.9
2020-08-16,22.2
2020-08-17,27.2
2020-08-18,27.8
2020-08-19,23.9
2020-08-20,26.7
2020-08-21,28.3
2020-08-22,31.1
2020-08-23,30.0
2020-08-24,32.2
2020-08-25,31.7
2020-08-26,25.0
2020-08-27,32.2
2020-08-28,29.4
2020-08-29,27.2
2020-08-30,26.1
2020-08-31,25.0
2020-09-01,25.0
2020-09-02,26.1
2020-09-03,29.4
2020-09-04,29.4
2020-09-05,26.7
2020-09-06,27.8
2020-09-07,26.1
2020-09-08,28.9
2020-09-09,27.2
2020-09-10,27.8
2020-09-11,24.4
2020-09-12,23.3
2020-09-13,23.3
2020-09-14,23.9
2020-09-15,18.9
2020-09-16,21.7
2020-09-17,23.9
2020-09-18,21.1
2020-09-19,17.2
2020-09-20,18.3
2020-09-21,18.3
2020-09-22,21.7
2020-09-23,26.1
2020-09-24,23.9
2020-09-25,25.0
2020-09-26,23.3
2020-09-27,26.1
2020-09-28,25.0
2020-09-29,23.3
2020-09-30,21.7
2020-10-01,22.2
2020-10-02,18.3
2020-10-03,18.9
2020-10-04,19.4
2020-10-05,21.1
2020-10-06,20.6
2020-10-07,23.3
2020-10-08,17.8
2020-10-09,20.6
2020-10-10,21.7
2020-10-11,19.4
2020-10-12,13.9
2020-10-13,14.4
2020-10-14,19.4
2020-10-15,21.7
2020-10-16,18.9
2020-10-17,15.0
2020-10-18,16.7
2020-10-19,18.3
2020-10-20,21.7
2020-10-21,20.0
2020-10-22,20.0
2020-10-23,20.6
2020-10-24,20.6
2020-10-25,11.7
2020-10-26,15.0
2020-10-27,15.0
2020-10-28,13.9
2020-10-29,13.3
2020-10-30,8.3
2020-10-31,7.8
2020-11-01,12.8
2020-11-02,6.7
2020-11-03,11.7
2020-11-04,16.7
2020-11-05,19.4
2020-11-06,21.1
2020-11-07,23.3
2020-11-08,23.9
2020-11-09,23.9
2020-11-10,23.3
2020-11-11,22.2
2020-11-12,20.0
2020-11-13,10.0
2020-11-14,11.1
2020-11-15,17.8
2020-11-16,12.8
2020-11-17,10.0
2020-11-18,2.2
2020-11-19,8.9
2020-11-20,17.2
2020-11-21,17.8
2020-11-22,15.0
2020-11-23,15.6
2020-11-24,8.9
2020-11-25,13.3
2020-11-26,18.3
2020-11-27,17.2
2020-11-28,13.3
2020-11-29,12.2
2020-11-30,17.2
2020-12-01,16.7
2020-12-02,6.1
2020-12-03,10.0
2020-12-04,11.1
2020-12-05,8.3
2020-12-06,4.4
2020-12-07,4.4
2020-12-08,2.2
2020-12-09,3.3
2020-12-10,9.4
2020-12-11,13.9
2020-12-12,14.4
2020-12-13,16.7
2020-12-14,8.3
2020-12-15,3.9
2020-12-16,-0.5
2020-12-17,0.6
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,4.4
2020-12-21,7.8
2020-12-22,7.8
2020-12-23,7.2
2020-12-24,15.0
2020-12-25,16.1
2020-12-26,0.0
2020-12-27,2.8
2020-12-28,10.0
2020-12-29,6.1
2020-12-30,6.1
2020-12-31,8.9
2021-01-01,4.4
2021-01-02,10.6
2021-01-03,3.3
2021-01-04,6.1
2021-01-05,5.6
2021-01-06,5.0
2021-01-07,5.0
2021-01-08,2.8
2021-01-09,2.8
2021-01-10,5.0
2021-01-11,2.8
2021-01-12,6.7
2021-01-13,6.1
2021-01-14,9.4
2021-01-15,7.8
2021-01-16,8.3
2021-01-17,6.7
2021-01-18,7.2
2021-01-19,6.1
2021-01-20,4.4
2021-01-21,6.1
2021-01-22,7.2
2021-01-23,2.2
2021-01-24,0.0
2021-01-25,2.8
2021-01-26,1.1
2021-01-27,2.8
2021-01-28,1.1
2021-01-29,-3.8
2021-01-30,0.0
2021-01-31,-3.2
2021-02-01,1.1
2021-02-02,0.6
2021-02-03,2.8
2021-02-04,6.1
2021-02-05,8.3
2021-02-06,6.7
2021-02-07,4.4
2021-02-08,-1.6
2021-02-09,0.6
2021-02-10,1.7
2021-02-11,0.6
2021-02-12,-1.0
2021-02-13,-1.0
2021-02-14,3.3
2021-02-15,2.2
2021-02-16,10.6
2021-02-17,1.1
2021-02-18,-1.0
2021-02-19,0.6
2021-02-20,1.7
2021-02-21,2.8
2021-02-22,3.9
2021-02-23,7.2
2021-02-24,12.2
2021-02-25,10.0
2021-02-26,7.2
2021-02-27,10.0
2021-02-28,7.2
2021-03-01,9.4
2021-03-02,0.6
2021-03-03,11.1
2021-03-04,7.2
2021-03-05,2.8
2021-03-06,1.1
2021-03-07,5.0
2021-03-08,6.1
2021-03-09,17.8
2021-03-10,12.2
2021-03-11,21.7
2021-03-12,20.0
2021-03-13,11.1
2021-03-14,12.2
2021-03-15,3.9
2021-03-16,2.8
2021-03-17,8.3
2021-03-18,8.3
2021-03-19,6.1
2021-03-20,15.0
2021-03-21,17.2
2021-03-22,16.7
2021-03-23,18.9
2021-03-24,13.3
2021-03-25,20.0
2021-03-26,27.8
2021-03-27,20.6
2021-03-28,15.6
2021-03-29,12.8
2021-03-30,16.1
2021-03-31,19.4
2021-04-01,14.4
2021-04-02,3.9
2021-04-03,11.7
2021-04-04,18.3
2021-04-05,20.0
2021-04-06,21.1
2021-04-07,22.2
2021-04-08,21.1
2021-04-09,15.0
2021-04-10,21.1
2021-04-11,13.9
2021-04-12,10.6
2021-04-13,18.3
2021-04-14,22.2
2021-04-15,14.4
2021-04-16,11.7
2021-04-17,13.3
2021-04-18,17.8
2021-04-19,18.3
2021-04-20,24.4
2021-04-21,20.0
2021-04-22,8.9
2021-04-23,17.8
2021-04-24,22.2
2021-04-25,17.2
2021-04-26,15.6
2021-04-27,17.8
2021-04-28,29.4
2021-04-29,23.9
2021-04-30,21.7
2021-05-01,18.3
2021-05-02,27.8
2021-05-03,18.9
2021-05-04,22.8
